Role	Rank	Last_word	pos	case	gender	animacy	number	link_name	t	r
инструмент	периферия	мечом	S	ins	m	inan	sg	nmod	tool:weapon	concr
инструмент	периферия	учением	S	ins	n	inan	sg	nmod:agent		abstr
инструмент	периферия	память	S	acc	f	inan	sg	dobj	ment	abstr
инструмент	периферия	стеной	S	ins	f	inan	sg	nmod		concr
инструмент	периферия	движением	S	ins	n	inan	sg	dobj	move	abstr
инструмент	периферия	ухо	S	acc	n	inan	sg	nmod		concr
инструмент	периферия	конвертом	S	ins	m	inan	sg	nmod	tool	concr
инструмент	периферия	пояс	S	acc	m	inan	sg	nmod	access	concr
инструмент	периферия	которым	APRO	ins	m	sg	ins	nmod	ord	rel
инструмент	периферия	хоботом	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	помощью	S	ins	f	inan	sg	nmod	inter	abstr
инструмент	периферия	пальцем	S	ins	m	inan	sg	dobj		concr
инструмент	периферия	вопросом	S	ins	m	inan	sg	dobj	speech	abstr
инструмент	периферия	линией	S	ins	f	inan	sg	nmod	space	concr
инструмент	периферия	ценою	S	ins	f	inan	sg	dobj		
инструмент	периферия	образцом	S	ins	m	inan	sg	nmod	thing	concr
инструмент	контролер согласования	дорогу	S	acc	f	inan	sg	dobj	space fam	concr
инструмент	периферия	собою	SPRO	ins				dobj		ref
инструмент	периферия	досками	S	ins	f	inan	pl	conj		concr
инструмент	объект	память	S	acc	f	inan	sg	dobj	ment	abstr
инструмент	периферия	тем	SPRO	ins	n	sg	ins	ROOT		dem
инструмент	периферия	услуги	S	acc	f	inan	pl	dobj	inter	abstr
инструмент	периферия	мнением	S	ins	inan	n	sg	nmod	ment	abstr
инструмент	периферия	кожей	S	ins	f	inan	sg	conj	stuff	concr
инструмент	периферия	радостью	S	ins	f	inan	sg	nmod	psych:emot	abstr
инструмент	периферия	спорах	S	loc	m	inan	pl	nmod	speech inter	abstr
инструмент	периферия	судорогах	S	loc	f	inan	pl	nmod	physiol	abstr
инструмент	объект	нас	SPRO	acc	pl	1p	acc	dobj		pers
инструмент	периферия	виллисе	S	loc	m	inan	sg	nmod	tool:transp	propn
инструмент	объект	карман	S	acc	m	inan	sg	nmod	fam	concr
инструмент	периферия	спицами	S	ins	f	inan	pl	nmod	hum tool:instr famn	propn concr
инструмент	периферия	кастрюле	S	loc	f	inan	sg	nmod	tool:dish	concr
инструмент	периферия	вожжой	S	ins	f	inan	sg	nmod	tool	concr
инструмент	периферия	поисками	S	ins	inan	m	pl	nmod		abstr
инструмент	периферия	вилкой	S	ins	f	inan	sg	advcl	tablesetting tool	concr
инструмент	периферия	конях	S	loc	m	anim	pl	nmod	animal	concr
инструмент	объект	кнопку	S	acc	f	inan	sg	nmod	tool	concr
инструмент	объект	спуск	S	acc	m	inan	sg	nmod	move	abstr
инструмент	периферия	кнутовищем	S	ins	n	inan	sg	amod		concr
инструмент	периферия	байками	S	ins	f	inan	pl	dobj	speech stuff	concr abstr
инструмент	периферия	рекой	S	ins	f	inan	sg	nmod	reservoir space	concr
инструмент	периферия	голосом	S	ins	m	inan	sg	nmod	sound	abstr
инструмент	периферия	одеяло	S	acc	n	inan	sg	nmod	tool:bedding	concr
инструмент	периферия	перекладкой	S	ins	f	inan	sg	amod		abstr
инструмент	периферия	тряпкой	S	ins	f	inan	sg	conj	tool	concr
инструмент	объект	усилия	S	acc	n	inan	pl	dobj		abstr
инструмент	объект	души	S	acc	f	inan	pl	dobj		concr
инструмент	периферия	мире	S	loc	m	inan	sg	nmod	space inter	concr abstr
инструмент	периферия	ладонью	S	ins	f	inan	sg	nmod		concr
инструмент	периферия	оружии	S	loc	n	inan	sg	nmod	tool:weapon	concr
инструмент	периферия	цепью	S	ins	f	inan	sg	nmod	tool	concr
инструмент	периферия	огородом	S	ins	m	inan	sg	appos	plot space	concr
инструмент	периферия	перчаткой	S	ins	f	inan	sg	xcomp	tool:cloth	concr
инструмент	периферия	тряпкой	S	ins	f	inan	sg	conj	tool	concr
инструмент	периферия	щекой	S	ins	f	inan	sg	nmod		concr
инструмент	периферия	котором	APRO	loc	m	sg	loc	nmod	ord	rel
инструмент	периферия	которым	APRO	ins	m	sg	ins	nmod	ord	rel
инструмент	периферия	кистью	S	ins	f	inan	sg	nmod	tool:instr	concr
инструмент	периферия	котором	APRO	loc	m	sg	loc	nmod	ord	rel
инструмент	периферия	изыском	S	ins	m	inan	sg	dobj		abstr
инструмент	периферия	ею	SPRO	ins	f	sg	3p	dobj		pers
инструмент	периферия	числами	S	ins	n	inan	pl	nmod		abstr
инструмент	периферия	огнём	S	ins	m	inan	sg	nsubj	stuff	concr
инструмент	периферия	борт	S	acc	m	inan	sg	nmod		concr
инструмент	периферия	рыбалкой	S	ins	f	inan	sg	conj		abstr
инструмент	периферия	автобусе	S	loc	m	inan	sg	nmod	tool:transp	concr
инструмент	периферия	фартуком	S	ins	m	inan	sg	nmod	tool	concr
инструмент	периферия	кортому	S	acc	f	inan	sg	nmod		
инструмент	периферия	плечом	S	ins	n	inan	sg	dobj		concr
инструмент	периферия	вниманием	S	ins	n	inan	sg	nmod	ment	abstr
инструмент	периферия	спице	S	loc	f	inan	sg	nmod	hum tool:instr famn	propn concr
инструмент	периферия	компьютере	S	loc	m	inan	sg	advmod	tool:device	concr
инструмент	объект	перчаткой	S	ins	f	inan	sg	xcomp	tool:cloth	concr
инструмент	периферия	мочой	S	ins	f	inan	sg	dobj	stuff liq	concr
инструмент	периферия	полотенцем	S	ins	n	inan	sg	nmod	linen tool	concr
инструмент	периферия	рукою	S	ins	f	inan	sg	nmod:agent		concr
инструмент	периферия	выстрелом	S	ins	m	inan	sg	dobj		abstr
инструмент	периферия	улице	S	loc	f	inan	sg	nmod	space	concr
инструмент	периферия	лошади	S	loc	f	anim	sg	nmod	animal	concr
инструмент	периферия	образом	S	ins	m	inan	sg	nmod	ment workart	concr abstr
инструмент	контролер согласования	кромкой	S	ins	f	inan	sg	amod	space	concr
инструмент	периферия	суммой	S	ins	f	inan	sg	dobj		abstr
инструмент	периферия	веером	S	ins	m	inan	sg	nmod	tool:instr	concr
инструмент	периферия	плачем	S	ins	m	inan	sg	nmod	manif:emot sound	abstr
инструмент	несобственный	это	SPRO	acc	n	sg	acc	dobj		dem
инструмент	периферия	сочинением	S	ins	n	inan	sg	conj	ment be:appear	abstr
инструмент	периферия	подводах	S	loc	f	inan	pl	nmod	tool:transp	concr
инструмент	периферия	ваткой	S	ins	f	inan	sg	dobj	tool	concr
инструмент	периферия	формой	S	ins	f	inan	sg	nmod		abstr
инструмент	периферия	ходе	S	loc	m	inan	sg	ROOT	move	abstr
инструмент	периферия	средствами	S	ins	n	inan	pl	nmod		abstr
инструмент	объект	голос	S	acc	m	inan	sg	nsubj	sound	abstr
инструмент	объект	сердце	S	loc	n	inan	sg	conj		concr
инструмент	периферия	рукой	S	ins	f	inan	sg	dobj		concr
инструмент	периферия	валюте	S	loc	f	inan	sg	conj		concr
инструмент	объект	руки	S	acc	f	inan	pl	dobj		concr
инструмент	периферия	трением	S	ins	n	inan	sg	nmod	param	abstr
инструмент	периферия	посещением	S	ins	n	inan	sg	nmod		abstr
инструмент	периферия	самосвале	S	loc	m	inan	sg	nmod	tool:transp	concr
инструмент	периферия	манием	S	ins	n	inan	sg	dobj		abstr
инструмент	периферия	замечанием	S	ins	n	inan	sg	dobj	text	concr
инструмент	периферия	ветошью	S	ins	f	inan	sg	nmod		concr
инструмент	объект	колюню	S	acc	persn	m	anim	dobj	hum persn	propn
инструмент	периферия	перстом	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	решениями	S	ins	n	inan	pl	nmod	ment	abstr
инструмент	периферия	рукой	S	ins	f	inan	sg	dobj		concr
инструмент	объект	костыль	S	acc	m	inan	sg	dobj	tool	concr
инструмент	периферия	рукой	S	ins	f	inan	sg	dobj		concr
инструмент	периферия	ртом	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	пелёнкой	S	ins	f	inan	sg	nmod	linen	concr
инструмент	периферия	формулой	S	ins	f	inan	sg	nmod	speech	abstr
инструмент	периферия	пистолетом	S	ins	m	inan	sg	nmod	tool:weapon	concr
инструмент	периферия	взглядом	S	ins	m	inan	sg	nmod	perc	abstr
инструмент	периферия	лопатой	S	ins	f	inan	sg	amod	tool:instr	concr
инструмент	периферия	поверхность	S	acc	f	inan	sg	dobj	space	concr
инструмент	периферия	примером	S	ins	m	inan	sg	dobj	ment	abstr
инструмент	периферия	верёвками	S	ins	f	inan	pl	conj	tool	concr
инструмент	периферия	записи	S	acc	f	inan	pl	nsubj	put	abstr
инструмент	периферия	экипаже	S	loc	m	inan	sg	nmod	group tool:transp	concr
инструмент	периферия	ударом	S	ins	m	inan	sg	advmod	impact	abstr
инструмент	периферия	зверство	S	acc	n	inan	sg	conj	behav	abstr
инструмент	периферия	собою	SPRO	ins				dobj		ref
инструмент	периферия	вагоне	S	loc	m	inan	sg	nmod	tool:transp	concr
инструмент	периферия	путём	S	ins	m	inan	sg	nmod	space	concr
инструмент	периферия	карандашом	S	ins	m	inan	sg	nmod:agent	tool:instr	concr
инструмент	периферия	вожжой	S	ins	f	inan	sg	nmod	tool	concr
инструмент	периферия	реактивами	S	ins	m	inan	pl	nmod	stuff	concr
инструмент	периферия	эксплуатацией	S	ins	f	inan	sg	nmod		abstr
инструмент	периферия	талях	S	loc	f	inan	pl	nmod	hum famn persn	propn
инструмент	периферия	сердце	S	loc	n	inan	sg	conj		concr
инструмент	периферия	рефлектором	S	ins	m	inan	sg	nmod	tool:device	concr
инструмент	периферия	платком	S	ins	m	inan	sg	dobj	access tool:cloth	concr
инструмент	периферия	силой	S	ins	f	inan	sg	nmod	pers param	abstr concr
инструмент	периферия	ремнём	S	ins	m	inan	sg	appos	tool access	concr
инструмент	периферия	проклятием	S	ins	n	inan	sg	dobj		abstr
инструмент	периферия	смертью	S	ins	f	inan	sg	nmod	physiol be:disapp	abstr
инструмент	периферия	образом	S	ins	m	inan	sg	nmod	ment workart	concr abstr
инструмент	объект	руку	S	acc	f	inan	sg	dobj		concr
инструмент	периферия	горлом	S	ins	n	inan	sg	nmod		concr
инструмент	периферия	ноздрями	S	ins	f	inan	pl	nmod		concr
инструмент	контролер согласования	взгляд	S	acc	m	inan	sg	dobj	perc	abstr
инструмент	периферия	кочергой	S	ins	f	inan	sg	nmod	tool:instr	concr
инструмент	периферия	рысью	S	ins	f	inan	sg	dobj	animal asp:move	concr abstr
инструмент	периферия	силами	S	ins	f	inan	pl	dobj	pers param	abstr concr
инструмент	периферия	которой	APRO	loc	f	sg	loc	acl:relcl	ord	rel
инструмент	периферия	трамвае	S	loc	inan	m	sg	nmod	tool:transp	concr
инструмент	периферия	отрубями	S	ins				nmod	stuff	concr
инструмент	периферия	мыслию	S	ins	f	inan	sg	dobj	ment	abstr
инструмент	периферия	четырёх	NUM	loc				nummod		card:pauc
инструмент	объект	коптилки	S	acc	f	inan	pl	nsubj	tool:device	concr
инструмент	периферия	сми	S	loc	n	inan	pl	nmod	media	concr
инструмент	периферия	слоем	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	лицом	S	ins	n	inan	sg	conj		concr
инструмент	периферия	подолом	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	мотоцикле	S	loc	m	inan	sg	nmod	tool:transp	concr
инструмент	периферия	руку	S	acc	f	inan	sg	dobj		concr
инструмент	периферия	закон	S	acc	m	inan	sg	dobj		abstr
инструмент	периферия	пальцами	S	ins	m	inan	pl	nmod		concr
инструмент	периферия	презрением	S	ins	n	inan	sg	nmod		abstr
инструмент	периферия	ею	SPRO	ins	f	sg	3p	dobj		pers
инструмент	периферия	подбородком	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	множеством	S	ins	n	inan	sg	conj	quant:max	abstr
инструмент	объект	силы	S	acc	f	inan	pl	dobj	pers param	abstr concr
инструмент	периферия	скрипке	S	loc	f	inan	sg	nmod	tool:mus	concr
инструмент	периферия	машине	S	loc	f	inan	sg	nmod	tool:device:machine fam	concr
инструмент	периферия	веткой	S	ins	f	inan	sg	nmod		concr
инструмент	объект	нервы	S	acc	m	inan	pl	nmod		concr
инструмент	периферия	грунтовкой	S	ins	f	inan	sg	dobj		abstr
инструмент	периферия	платок	S	acc	m	inan	sg	dobj	access tool:cloth	concr
инструмент	периферия	ухом	S	ins	n	inan	sg	nmod		concr
инструмент	периферия	шагом	S	ins	m	inan	sg	dobj	move	abstr
инструмент	периферия	технологиями	S	ins	f	inan	pl	nmod		abstr
инструмент	периферия	облаках	S	loc	n	inan	pl	nmod		concr
инструмент	периферия	фанерой	S	ins	f	inan	sg	nmod	stuff	concr
инструмент	периферия	ножичком	S	ins	m	inan	sg	dobj	tablesetting tool:instr	concr
инструмент	периферия	отвёрткой	S	ins	f	inan	sg	nmod	tool:instr	concr
инструмент	периферия	усиками	S	ins	inan	m	pl	nmod	hair	concr
инструмент	периферия	обществе	S	loc	n	inan	sg	nmod		concr
инструмент	несобственный	счёты	S	acc				dobj	tool inter	concr abstr
инструмент	не выражен	инструментом	S	ins	m	inan	sg	nmod	tool:instr	concr
инструмент	периферия	волосами	S	ins	m	inan	pl	nmod	hair	concr
инструмент	контролер согласования	средство	S	acc	n	inan	sg	nsubj		abstr
инструмент	периферия	уме	S	loc	m	inan	sg	nmod	ment	abstr
инструмент	периферия	тычками	S	ins	m	inan	pl	dobj	thing	concr
инструмент	периферия	криками	S	ins	m	inan	pl	nmod:agent	sound:asp	abstr
инструмент	периферия	каплей	S	ins	f	inan	sg	nmod		concr
инструмент	периферия	дыханием	S	ins	n	inan	sg	nmod:agent	physiol	abstr
инструмент	периферия	кепкой	S	ins	f	inan	sg	nmod	tool:cloth	concr
инструмент	периферия	которой	APRO	loc	f	sg	loc	acl:relcl	ord	rel
инструмент	периферия	шарами	S	ins	m	inan	pl	nmod:agent	form:geom	concr
инструмент	периферия	пути	S	loc	m	inan	sg	nmod	space	concr
инструмент	периферия	рысцой	S	ins	f	inan	sg	nmod	asp:move	abstr
инструмент	периферия	масла	S	acc	n	inan	pl	nsubj	stuff	concr
инструмент	периферия	группами	S	ins	f	inan	pl	conj		concr
инструмент	периферия	ножницами	S	ins				dobj	tool:instr	concr
инструмент	периферия	языком	S	ins	m	inan	sg	nmod		concr abstr
инструмент	периферия	кистью	S	ins	f	inan	sg	nmod	tool:instr	concr
инструмент	периферия	него	SPRO	acc	n	sg	3p	nmod		pers
инструмент	периферия	ломом	S	ins	m	inan	sg	nmod	tool:instr	concr
инструмент	периферия	лапой	S	ins	f	inan	sg	nmod		concr
инструмент	периферия	мне	SPRO	loc	sg	anim	1p	nmod		pers
инструмент	периферия	руку	S	acc	f	inan	sg	dobj		concr
инструмент	периферия	угрозами	S	ins	f	inan	pl	nmod	speech	abstr
инструмент	периферия	бритвой	S	ins	f	inan	sg	amod	tool:instr	concr
инструмент	периферия	краем	S	ins	m	inan	sg	nsubj	space	concr
инструмент	периферия	своей	APRO	loc	f	sg	loc	det		poss
инструмент	периферия	им	SPRO	ins	sg	m	3p	nmod:agent		pers
инструмент	периферия	электричке	S	loc	f	inan	sg	conj	tool:transp	concr
инструмент	периферия	хоботом	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	почерком	S	ins	m	inan	sg	nmod:agent	asp	abstr
инструмент	периферия	шагом	S	ins	m	inan	sg	dobj	move	abstr
инструмент	периферия	миски	S	acc	f	inan	pl	advmod	tool:dish	concr
инструмент	периферия	скачком	S	ins	m	inan	sg	dobj	move	abstr
инструмент	периферия	дробью	S	ins	f	inan	sg	nmod:agent	tool:shell sound	abstr concr
инструмент	периферия	женщин	S	acc	f	anim	pl	dobj	hum	concr
инструмент	периферия	поверхностью	S	ins	f	inan	sg	conj	space	concr
инструмент	периферия	взглядом	S	ins	m	inan	sg	nmod	perc	abstr
инструмент	периферия	языках	S	loc	m	inan	pl	nmod		concr abstr
инструмент	периферия	цветами	S	ins	m	inan	pl	dobj		concr
инструмент	периферия	ничем	SPRO	ins	n	sg	ins	nmod		neg
инструмент	периферия	сне	S	loc	m	inan	sg	nmod	physiol	abstr
инструмент	периферия	кулаком	S	ins	m	inan	sg	nmod	hum	concr
инструмент	периферия	плечами	S	ins	n	inan	pl	nmod		concr
инструмент	периферия	отказом	S	ins	m	inan	sg	dobj	speech inter	abstr
инструмент	объект	его	SPRO	acc	m	sg	3p	dobj		pers
инструмент	периферия	голоском	S	ins	m	inan	sg	nmod	sound	abstr
инструмент	периферия	забором	S	ins	m	inan	sg	nmod	poss constr	abstr concr
инструмент	периферия	винтом	S	ins	m	inan	sg	nmod	tool cardgame game	abstr concr
инструмент	периферия	чем-то	SPRO	ins	n	inan	sg	nmod		indet
инструмент	периферия	ими	SPRO	ins	pl	3p	ins	nmod:agent		pers
инструмент	периферия	зеркальцем	S	ins	n	inan	sg	nmod	tool	concr
инструмент	несобственный	кое-кого	SPRO	acc	m	sg	acc	dobj		indet
инструмент	периферия	душой	S	ins	f	inan	sg	dobj		concr
инструмент	периферия	рукавом	S	ins	m	inan	sg	nmod		concr
инструмент	объект	её	SPRO	acc	f	sg	3p	dobj		pers
инструмент	периферия	зубами	S	ins	m	inan	pl	nmod		concr
инструмент	периферия	эхом	S	ins	n	inan	sg	dobj	sound	abstr
инструмент	периферия	кипятком	S	ins	m	inan	sg	nmod	stuff	concr
инструмент	периферия	эшелоне	S	loc	m	inan	sg	nmod		concr
инструмент	периферия	амбразуру	S	acc	f	inan	sg	nmod		concr
инструмент	периферия	гармошке	S	loc	f	inan	sg	nmod	tool:mus	concr
инструмент	периферия	порошком	S	ins	m	inan	sg	advmod	stuff	concr
инструмент	периферия	колесом	S	ins	n	inan	sg	dobj	tool	concr
инструмент	периферия	нём	SPRO	loc	m	sg	3p	nmod		pers
инструмент	периферия	пафосом	S	ins	m	inan	sg	conj	psych:emot	abstr
инструмент	периферия	половик	S	acc	m	inan	sg	nmod	stuff	concr
инструмент	периферия	копьём	S	ins	n	inan	sg	dobj	tool:weapon	concr
инструмент	периферия	кредит	S	acc	m	inan	sg	dobj		abstr
инструмент	контролер согласования	слухи	S	acc	m	inan	pl	dobj	perc	abstr
инструмент	периферия	рукой	S	ins	f	inan	sg	dobj		concr
инструмент	периферия	снегом	S	ins	m	inan	sg	conj	stuff weather	concr abstr
инструмент	периферия	пастой	S	ins	f	inan	sg	conj	stuff	concr
инструмент	периферия	всем	SPRO	loc	n	sg	loc	nmod		spec
инструмент	периферия	чем	SPRO	ins	n	sg	ins	nmod		rel
инструмент	периферия	тампоном	S	ins	m	inan	sg	dobj	tool	concr
инструмент	периферия	покрывалом	S	ins	n	inan	sg	dobj	tool:bedding	concr
инструмент	объект	педали	S	acc	f	inan	pl	nmod	tool	concr
инструмент	периферия	губами	S	ins	f	inan	pl	nmod		concr
инструмент	периферия	уважением	S	ins	n	inan	sg	nmod		abstr
инструмент	периферия	лезвием	S	ins	n	inan	sg	nmod		concr
инструмент	периферия	щёточкой	S	ins	f	inan	sg	nmod:agent	tool:instr	concr
инструмент	периферия	составами	S	ins	m	inan	pl	nmod		concr
инструмент	периферия	верёвкой	S	ins	f	inan	sg	dobj	tool	concr
инструмент	периферия	листом	S	ins	m	inan	sg	conj		concr
инструмент	периферия	крыльями	S	ins	n	inan	pl	dobj		concr
инструмент	периферия	тканью	S	ins	f	inan	sg	nmod	stuff	concr
инструмент	периферия	множеством	S	ins	n	inan	sg	conj	quant:max	abstr
инструмент	периферия	силами	S	ins	f	inan	pl	dobj	pers param	abstr concr
инструмент	периферия	башке	S	loc	f	inan	sg	nmod		concr
инструмент	периферия	валютах	S	loc	f	inan	pl	nmod		concr
инструмент	периферия	перстом	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	пилой	S	ins	f	inan	sg	nmod	tool:instr	concr
инструмент	контролер согласования	пасть	S	acc	f	inan	sg	nmod		concr
инструмент	периферия	зайчиком	S	ins	m	inan	sg	dobj	hum	concr
инструмент	периферия	колёсами	S	ins	n	inan	pl	nmod	tool	concr
инструмент	периферия	стариной	S	ins	f	inan	sg	nmod	time text	abstr concr
инструмент	периферия	спинами	S	ins	f	inan	pl	nmod		concr
инструмент	периферия	песком	S	ins	m	inan	sg	nmod	stuff	concr
инструмент	периферия	пользование	S	acc	n	inan	sg	nmod		abstr
инструмент	периферия	голоском	S	ins	m	inan	sg	nmod	sound	abstr
инструмент	периферия	фритюре	S	loc	m	inan	sg	nmod		
инструмент	периферия	колленом	S	ins	m	inan	sg	dobj		
инструмент	объект	выбор	S	acc	m	inan	sg	dobj		abstr
инструмент	периферия	крылышками	S	ins	n	inan	pl	nmod	food	concr
инструмент	периферия	рога	S	acc	m	inan	pl	dobj		concr
инструмент	периферия	копьём	S	ins	n	inan	sg	dobj	tool:weapon	concr
инструмент	периферия	глазах	S	loc	m	inan	pl	nmod		concr
инструмент	периферия	кровью	S	ins	inan	f	sg	conj	liq stuff	concr
инструмент	периферия	швеции	S	loc	f	inan	sg	nmod	topon	propn
инструмент	периферия	волосами	S	ins	m	inan	pl	nmod	hair	concr
инструмент	периферия	голосом	S	ins	m	inan	sg	nmod	sound	abstr
инструмент	объект	способности	S	acc	inan	f	pl	dobj		abstr
инструмент	периферия	щётками	S	ins	f	inan	pl	nmod	tool:instr	concr
инструмент	периферия	взглядом	S	ins	m	inan	sg	nmod	perc	abstr
инструмент	периферия	гляделками	S	ins	f	inan	pl	nmod		
инструмент	периферия	ничем	SPRO	ins	n	sg	ins	nmod		neg
инструмент	периферия	трубку	S	acc	f	inan	sg	dobj	tool	concr
инструмент	периферия	щипцами	S	ins	pl	inan	ins	advmod	tool:instr	concr
инструмент	периферия	навознице	S	loc	f	inan	sg	nmod	hum	concr
инструмент	периферия	думу	S	acc	f	inan	sg	nmod	ment	abstr
инструмент	периферия	тесаками	S	ins	m	inan	pl	dobj	tool:weapon	concr
инструмент	периферия	душе	S	loc	f	inan	sg	nmod		concr
инструмент	периферия	красотою	S	ins	f	inan	sg	nmod	fam	abstr
инструмент	периферия	усиками	S	ins	inan	m	pl	nmod	hair	concr
инструмент	периферия	невниманием	S	ins	n	inan	sg	dobj	ment neg	abstr
инструмент	контролер согласования	восприятие	S	acc	n	inan	sg	conj	perc	abstr
инструмент	периферия	жестом	S	ins	m	inan	sg	nmod	move move:body	abstr
инструмент	периферия	глаза	S	acc	m	inan	pl	dobj		concr
инструмент	периферия	столбом	S	ins	m	inan	sg	dobj	constr	concr
инструмент	периферия	дубинкой	S	ins	f	inan	sg	nmod	tool	concr
инструмент	периферия	аплодисментами	S	ins				nmod	sound	abstr
инструмент	периферия	глазами	S	ins	m	inan	pl	nmod		concr
инструмент	периферия	ней	SPRO	ins	f	sg	3p	nmod		pers
инструмент	периферия	полётом	S	ins	m	inan	sg	dobj	move	abstr
инструмент	периферия	залпами	S	ins	m	inan	pl	dobj	sound	abstr
инструмент	периферия	силами	S	ins	f	inan	pl	dobj	pers param	abstr concr
инструмент	периферия	визитами	S	ins	m	inan	pl	nmod	action	abstr
инструмент	периферия	радиолу	S	acc	f	inan	sg	nmod	tool:device	concr
инструмент	периферия	корпусе	S	loc	m	inan	sg	nmod		concr
инструмент	периферия	смаком	S	ins	m	inan	sg	amod	taste	abstr
инструмент	периферия	лапками	S	ins	f	inan	pl	dobj		concr
инструмент	периферия	вопросами	S	ins	m	inan	pl	nmod	speech	abstr
инструмент	объект	способности	S	acc	inan	f	pl	dobj		abstr
инструмент	периферия	глазах	S	loc	m	inan	pl	nmod		concr
инструмент	периферия	горбом	S	ins	m	inan	sg	nmod	form	concr
инструмент	периферия	тоном	S	ins	m	inan	sg	dobj	abstr	
инструмент	периферия	феромоны	S	acc	m	inan	pl	dobj		
инструмент	периферия	простынёй	S	ins	f	inan	sg	nsubj	linen tool:bedding	concr
инструмент	периферия	одиночку	S	acc	f	inan	sg	nmod	hum	concr
инструмент	периферия	мыслями	S	ins	f	inan	pl	nmod:agent	ment	abstr
инструмент	периферия	прелестями	S	ins	f	inan	pl	nmod		abstr
инструмент	периферия	ею	SPRO	ins	f	sg	3p	dobj		pers
инструмент	периферия	им	SPRO	ins	sg	m	3p	nmod:agent		pers
инструмент	периферия	глазах	S	loc	m	inan	pl	nmod		concr
инструмент	периферия	этим	APRO	ins	m	sg	ins	det		dem
инструмент	периферия	четырех	NUM	loc	anim	acc|NUM	gen|NUM	nummod		card:pauc
инструмент	периферия	зерном	S	ins	n	inan	sg	dobj	fruit	concr
инструмент	периферия	рукавами	S	ins	m	inan	pl	nmod		concr
инструмент	периферия	куском	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	дрожью	S	ins	f	inan	sg	nmod	physiol	abstr
инструмент	периферия	другой	APRO	loc	f	sg	loc	nmod		spec
инструмент	периферия	мыслями	S	ins	f	inan	pl	nmod:agent	ment	abstr
инструмент	периферия	бельём	S	ins	n	inan	sg	nmod		concr
инструмент	объект	волю	S	acc	f	inan	sg	dobj	psych:volit	abstr
инструмент	периферия	салфеткой	S	ins	f	inan	sg	conj	linen tool	concr
инструмент	периферия	инсценировками	S	ins	f	inan	pl	nmod		abstr
инструмент	периферия	взором	S	ins	m	inan	sg	nmod		abstr
инструмент	контролер согласования	глазами	S	ins	m	inan	pl	nmod		concr
инструмент	периферия	кнутом	S	ins	m	inan	sg	nmod		
инструмент	периферия	начальством	S	ins	n	inan	sg	nmod:agent	hum	concr
инструмент	периферия	ножом	S	ins	m	inan	sg	nmod	tablesetting tool:instr	concr
инструмент	периферия	доводами	S	ins	m	inan	pl	dobj	speech ment	abstr
инструмент	периферия	носком	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	палочкой	S	ins	f	inan	sg	dobj	tool	concr
инструмент	объект	её	SPRO	acc	f	sg	3p	dobj		pers
инструмент	объект	сердца	S	acc	n	inan	pl	dobj		concr
инструмент	периферия	градом	S	ins	m	inan	sg	dobj	space weather stuff	abstr concr
инструмент	периферия	холостяком	S	ins	m	anim	sg	nmod	hum	concr
инструмент	периферия	листом	S	ins	m	inan	sg	conj		concr
инструмент	периферия	интонации	S	loc	f	inan	sg	conj	sound	abstr
инструмент	периферия	меньшинством	S	ins	n	inan	sg	nmod:agent		concr
инструмент	периферия	категориями	S	ins	inan	f	pl	nmod	hier	abstr
инструмент	периферия	корабле	S	loc	m	inan	sg	nmod	tool:transp	concr
инструмент	периферия	удары	S	acc	m	inan	pl	dobj	impact	abstr
инструмент	периферия	дубинками	S	ins	f	inan	pl	nmod	tool	concr
инструмент	периферия	соком	S	ins	m	inan	sg	nmod	stuff liq	concr
инструмент	периферия	ваткой	S	ins	f	inan	sg	dobj	tool	concr
инструмент	периферия	фестонами	S	ins	m	inan	pl	nmod:agent		concr
инструмент	периферия	скороговоркой	S	ins	f	inan	sg	conj	speech	abstr
инструмент	периферия	голосом	S	ins	m	inan	sg	nmod	sound	abstr
инструмент	периферия	печи	S	loc2	f	inan	sg	nmod	tool:device	concr
инструмент	объект	правду	S	acc	f	inan	sg	dobj	ment	abstr
инструмент	периферия	куском	S	ins	m	inan	sg	nmod		concr
инструмент	периферия	чем	SPRO	ins	n	sg	ins	nmod		rel
инструмент	периферия	гондоле	S	loc	f	inan	sg	nmod	tool:transp	concr
инструмент	периферия	огнями	S	ins	m	inan	pl	nmod	stuff	concr
инструмент	периферия	камнем	S	ins	m	inan	sg	nmod	stone stuff	concr
инструмент	объект	тебя	SPRO	acc	sg	2p	acc	dobj		pers
инструмент	периферия	словом	S	ins	n	inan	sg	nmod	word	concr abstr
инструмент	периферия	системе	S	loc	f	inan	sg	nmod		abstr
инструмент	периферия	чем-нибудь	SPRO	ins	n	sg	ins	dobj		indet
инструмент	периферия	проклятием	S	ins	n	inan	sg	dobj		abstr
инструмент	периферия	баритоном	S	ins	m	inan	sg	nmod	sound	abstr
